taxon_name	CON_18018_1	CON_18018_2	CON_18018_3	CON_18018_5	CON_18018_6	CON_19007_1	CON_19007_2	CON_19009_1	CON_19009_2	CON_19010_1	CON_19011_1	CON_19012_1	CON_19016_1	CON_19017_1	CON_19018_1	CON_19019_1	CON_19020_1	CON_19021_1	CON_19024_1	CON_19027_1	CON_19028_1	CON_19029_1	CON_19031_1	CON_19032_1	CON_19033_1	CON_19034_1	CON_19035_1	CON_19036_1	CON_19037_1	CON_19041_1	CON_19042_1	DCA_18002_1	DCA_18002_4	DCA_18002_5	DCA_18002_8	DCA_18003_1	DCA_18003_4	DCA_18003_5	DCA_18003_7	DCA_18019_2	DCA_18019_3	DCA_18019_4	DCA_18019_5	DCA_18021_11	DCA_18021_3	DCA_18021_4	DCA_18021_5	DCA_18021_6	DCA_18021_7	DCA_18021_8	DCA_18021_9	DCA_18024_1	DCA_18024_3	DCA_18024_4	DCA_18024_5	DCA_19001_1	DCA_19001_3	DCA_19001_4	DCA_19001_5	DCA_19014_1	DCA_19014_3	DCA_19014_4	DCA_19023_1	DCA_19023_3	DCA_19023_4	DCA_19026_1	DCA_19026_3	DCA_19026_4	DC_18001_1	DC_18004_1	DC_18004_4	DC_18004_5	DC_18004_6	DC_18005_1	DC_18005_4	DC_18005_5	DC_18005_6	DC_18006_2	DC_18006_4	DC_18006_5	DC_18006_6	DC_18007_1	DC_18007_4	DC_18007_5	DC_18008_1	DC_18008_4	DC_18008_5	DC_18008_6	DC_18009_1	DC_18009_3	DC_18009_6	DC_18009_8	DC_18011_1	DC_18011_4	DC_18011_5	DC_18011_6	DC_18012_1	DC_18012_10	DC_18012_14	DC_18012_16	DC_18012_2	DC_18012_7	DC_18012_8	DC_18012_9	DC_18020_2	DC_18020_3	DC_18020_4	DC_18022_1	DC_18022_11	DC_18022_12	DC_18022_2	DC_18022_5	DC_18022_6	DC_18022_7	DC_18022_8	DC_18026_1	DC_18026_3	DC_18026_4	DC_18026_5	DC_18029_1	DC_18029_3	DC_18029_4	DC_18029_6	DC_19030_1	sum	pre	
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	78	33	0	0	0	0	0	0	0	0	0	0	0	9	0	95	60	0	0	0	0	20	0	0	0	0	23	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	519	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium	0	4	0	7	35	0	4	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	67	0	0	0	0	0	0	5	0	6	0	0	8	0	0	20	0	0	0	8	0	1	0	36	0	0	0	7	0	0	0	0	0	0	8	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	1	10	0	76	0	0	7	0	0	62	0	5	0	5	14	0	32	26	0	0	3	0	7	0	3	0	0	0	0	0	514	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	75	33	28	11	0	43	15	9	30	13	35	110	34	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	506	0.07%
d__Bacteria; k__norank_d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__norank_o__SBR1031; g__norank_f__norank_o__SBR1031	14	9	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	4	0	10	0	10	0	0	0	0	0	40	27	4	22	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	13	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	22	4	0	31	0	0	10	0	0	4	27	19	0	26	0	0	0	0	0	42	0	3	0	0	0	0	0	0	1	487	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotellaceae_NK3B31_group	0	0	0	0	0	0	9	9	23	0	0	0	0	0	6	0	0	16	18	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	37	16	0	0	0	0	10	0	0	17	0	0	10	0	0	13	0	0	0	8	34	5	5	15	0	25	50	36	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	0	2	0	2	30	18	0	31	482	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Tuzzerella	0	0	0	0	0	17	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	14	23	32	56	32	37	75	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	10	5	14	10	23	17	17	13	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Trueperaceae; g__Truepera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	99	6	0	5	6	0	0	0	0	47	32	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	59	41	0	0	0	0	10	0	5	0	0	0	0	0	0	0	478	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__unclassified_c__Gammaproteobacteria; f__unclassified_c__Gammaproteobacteria; g__unclassified_c__Gammaproteobacteria	0	0	104	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	6	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	6	0	14	0	0	0	0	33	0	45	5	50	62	0	0	0	0	0	0	0	0	0	0	0	0	0	2	62	0	0	0	0	0	0	0	0	0	0	6	473	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia	0	13	0	10	4	0	13	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	21	6	0	0	0	0	0	0	23	0	0	6	6	0	0	0	12	6	6	0	0	0	0	0	0	0	0	0	0	6	11	3	0	33	0	5	5	11	22	13	8	5	0	6	0	0	5	0	0	0	10	0	0	6	4	24	0	15	6	0	13	7	0	10	0	0	0	10	0	0	0	5	6	10	10	8	8	8	8	0	10	8	0	3	0	0	0	0	0	457	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidales_RF16_group; g__norank_f__Bacteroidales_RF16_group	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	3	3	0	0	3	1	2	0	0	0	2	0	0	0	2	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	34	47	73	7	0	0	0	22	40	21	42	61	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Flavisolibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	15	0	5	5	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	41	34	15	34	47	23	16	0	0	6	10	9	20	0	22	29	16	0	27	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	31	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	64	19	25	22	22	0	11	0	24	13	10	0	0	0	15	6	0	12	29	47	21	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__norank_o__Saccharimonadales; g__norank_f__norank_o__Saccharimonadales	4	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	6	15	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	28	0	36	9	32	17	10	4	35	9	9	0	10	0	13	14	8	14	32	9	35	0	8	0	0	0	0	0	0	0	0	6	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	441	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Paeniclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	62	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	11	0	0	0	51	11	30	10	42	48	29	44	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Subgroup_7; f__norank_o__Subgroup_7; g__norank_f__norank_o__Subgroup_7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7	4	15	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	33	36	28	23	18	18	18	12	0	8	9	9	0	7	0	0	16	5	4	15	39	11	0	0	19	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	24	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	34	0	0	3	19	0	0	0	84	0	0	0	21	18	0	10	6	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__unclassified_f__Micromonosporaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	5	5	22	0	8	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	12	12	30	25	17	26	4	6	0	8	1	0	0	0	0	0	11	3	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0.06%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Candidatus_Stoquefichus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	11	0	0	0	0	0	0	0	86	0	0	0	0	44	0	9	39	0	24	24	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	397	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Dysgonomonadaceae; g__Fermentimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	29	8	109	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	62	0	0	0	0	0	9	26	0	0	0	0	0	0	0	393	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__MB-A2-108; o__norank_c__MB-A2-108; f__norank_o__norank_c__MB-A2-108; g__norank_f__norank_o__norank_c__MB-A2-108	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	9	3	15	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	31	8	31	11	9	14	0	4	0	4	0	15	3	9	0	0	8	0	0	28	46	19	0	17	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	392	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylophilus	33	41	13	22	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	31	28	0	0	0	37	30	0	0	0	26	0	0	15	26	21	19	29	0	0	0	0	0	0	0	0	0	390	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_ruminantium_group	0	0	0	0	0	0	0	7	15	0	0	0	0	0	0	15	4	30	14	0	0	0	0	2	0	0	13	18	33	0	0	0	0	0	0	0	0	18	0	0	10	0	3	0	0	7	15	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	8	2	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	14	0	0	0	0	0	0	0	0	0	0	0	0	26	8	7	0	0	387	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Obscuribacterales; f__Obscuribacteraceae; g__norank_f__Obscuribacteraceae	15	44	0	23	7	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	5	3	0	14	6	0	0	6	0	0	0	0	0	0	11	5	3	4	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	17	14	0	0	0	13	9	0	0	3	33	0	7	11	18	10	21	15	4	7	4	3	2	0	0	0	2	385	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	32	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	12	32	12	22	22	30	0	13	0	0	6	3	0	13	0	0	0	0	0	40	24	22	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	63	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	56	0	0	19	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium	24	0	6	0	0	0	4	1	0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	8	8	0	5	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	9	6	5	8	0	0	5	0	0	0	11	0	0	0	3	0	0	0	14	9	0	0	0	4	3	3	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	42	22	0	29	0	0	21	0	6	7	0	0	10	0	13	0	24	0	5	0	6	0	0	0	0	0	5	378	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Sneathia	4	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__norank_o__Frankiales; g__norank_f__norank_o__Frankiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	19	0	0	13	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	27	24	0	25	7	0	0	0	6	0	9	19	17	33	39	12	0	40	0	0	0	0	0	0	3	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__ASF356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	44	29	5	6	70	0	54	31	0	0	0	8	31	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	29	0	0	0	0	28	0	0	4	0	8	32	0	0	0	4	0	1	0	0	0	3	6	0	11	10	1	31	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	1	0	30	0	0	6	7	0	0	0	0	0	69	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	9	0	0	0	0	10	0	0	0	0	8	6	0	0	4	0	0	0	3	0	0	5	0	0	0	0	0	0	0	354	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__norank_o__Clostridia_vadinBB60_group; g__norank_f__norank_o__Clostridia_vadinBB60_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	15	5	14	0	0	62	0	0	15	5	29	0	0	46	10	0	27	0	0	0	0	0	0	0	2	0	0	0	93	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	3	353	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__unclassified_c__Clostridia; f__unclassified_c__Clostridia; g__unclassified_c__Clostridia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	19	2	0	12	4	5	5	0	13	11	0	6	23	0	0	0	14	17	0	0	0	0	0	0	0	0	6	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	5	17	0	3	0	0	2	6	1	0	7	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	58	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	18	7	1	0	2	353	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium	0	10	8	4	7	0	6	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	12	9	14	7	14	0	6	0	32	33	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	11	5	5	0	0	0	0	0	0	0	0	0	4	0	0	0	6	2	0	0	0	1	7	0	13	5	0	0	0	18	0	0	10	0	8	19	0	0	0	2	9	0	7	10	8	0	0	0	0	0	1	351	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	10	0	0	0	0	0	0	0	64	7	0	12	93	0	0	0	9	0	0	0	2	0	0	0	17	18	8	0	0	11	1	0	0	0	0	0	0	0	0	0	349	0.05%
d__Bacteria; k__norank_d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	324	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	339	0.04%
d__Bacteria; k__norank_d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus	42	9	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	23	0	0	0	0	10	0	0	0	0	0	0	0	0	0	15	6	0	5	6	6	0	0	0	0	0	0	0	0	0	0	0	14	0	0	28	9	0	23	0	0	0	0	14	0	0	0	0	0	0	0	0	0	4	15	18	10	33	2	19	11	0	0	0	0	0	0	0	0	0	339	0.04%
d__Bacteria; k__norank_d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	5	0	0	0	6	8	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	8	6	0	11	12	13	9	5	10	9	8	31	41	53	24	9	0	0	0	0	0	11	0	0	0	0	0	9	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	338	0.04%
d__Bacteria; k__norank_d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__norank_o__Peptostreptococcales-Tissierellales; g__Tissierella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	43	10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	72	111	38	0	0	0	0	0	0	336	0.04%
